UM Physics 140 Final Exam Fall 09 Problem 01,3,https://docs.google.com/document/pub?id=1uQjznkjoXbMlfcygvl_R11Z1KMoxMXti9pkpwdQbOQ0
UM Physics 140 Final Exam Fall 09 Problem 02,1,https://docs.google.com/document/pub?id=1MCsPLqbqv3UIfcWDRy0HBclQ4eKwv_NY0OA1fwEA_ug
UM Physics 140 Final Exam Fall 09 Problem 03,4,https://docs.google.com/document/pub?id=1sLY0iZ41-MgZpPj35ywDZeCkDsMOyuMgm5RTL-zgfyk
UM Physics 140 Final Exam Fall 09 Problem 04,2,https://docs.google.com/document/pub?id=1fejo3CA0WfXS53kbFEBp02jgogfaeFiiLDXavv-72lQ
UM Physics 140 Final Exam Fall 09 Problem 05,5,https://docs.google.com/document/pub?id=177Zo7CraFaCVZRY2cVXNu68d9ZFqbiLI6dF-rT7Sbjk
UM Physics 140 Final Exam Fall 09 Problem 06,4,https://docs.google.com/document/pub?id=1AYL3dA5OFUMwuqds_-LO5apJkKsfO6ZXcGO1qbcdhF4
UM Physics 140 Final Exam Fall 09 Problem 07,2,https://docs.google.com/document/pub?id=1uShg43-yAgA4BhkgMNMbq2w3k4At7aUCqKSxUuuctHg
UM Physics 140 Final Exam Fall 09 Problem 08,1,https://docs.google.com/document/pub?id=13-dsNmDyhbv7f3LSVEKMySAzlduqXTYmtccGCsyUa80
UM Physics 140 Final Exam Fall 09 Problem 09,5,https://docs.google.com/document/pub?id=1JLAgkgpGEpU-TwkQgotqCdlxjjWeo8Dziz8zDUkxhyk
UM Physics 140 Final Exam Fall 09 Problem 10,2,https://docs.google.com/document/pub?id=1SahvyfT7KZL__ChPXDxq11JivqtaWb4hmN9xKkIJ5CE
UM Physics 140 Final Exam Fall 09 Problem 11,2,https://docs.google.com/document/pub?id=1YVpACt69lqpMK21S1GzqyJWcsQmY_qq0yNO8Mt0zJ9A
UM Physics 140 Final Exam Fall 09 Problem 12,3,https://docs.google.com/document/pub?id=1aT7UKpNv1KTkfFjs3dLTcAW1X_G5L4ryKz_LbwsI0vY
UM Physics 140 Final Exam Fall 09 Problem 13,3,https://docs.google.com/document/pub?id=1DMi6t8btSgNugVhuwLl7NW8ykLdSMA6cz6ECBUJNxCw
UM Physics 140 Final Exam Fall 09 Problem 14,5,https://docs.google.com/document/pub?id=1q9N5zzOwIU-SuZGJCku6Uz5diaR7y7Kk9zshTfSdxp0
UM Physics 140 Final Exam Fall 09 Problem 15,1,https://docs.google.com/document/pub?id=15EkROZO9ZgCi5b-jqcDDDahyMmht_3KRlJ51DPtCTjQ
UM Physics 140 Final Exam Fall 09 Problem 16,3,https://docs.google.com/document/pub?id=1LmAQe9y-iplm3QDwF6te_DN2dWAqhIlOAI_mVOP5djY
UM Physics 140 Final Exam Fall 09 Problem 17,3,https://docs.google.com/document/pub?id=12s_dqv_tOU3Fdos-Un_lYJmKBD_grmJvUQPDIU1EO04
UM Physics 140 Final Exam Fall 09 Problem 18,4,https://docs.google.com/document/pub?id=117tGIjfzGGz-kHJORU9MVwAdgfB9zhOunmORv5KAsIA
UM Physics 140 Final Exam Fall 09 Problem 19,4,https://docs.google.com/document/pub?id=1shWNz_rie7XqzsQM6jdS0gNeV_yHDWNASgZkPjGGzhQ
UM Physics 140 Final Exam Fall 09 Problem 20,1,https://docs.google.com/document/pub?id=1Kf_M8Q5ZbWZraxf0IPJpwMfrqHk3Kpz5Onunt12vdYE
UM Physics 140 Final Exam Fall 09 Problem 21,2,https://docs.google.com/document/pub?id=1SpSaO6GoMIzux_D7FXtADa2_JcBkFKewJmMUtrkjf8w
UM Physics 140 Final Exam Fall 09 Problem 22,3,https://docs.google.com/document/pub?id=1aMHNJQrTn0NeBIBpzkIELnBhmxNQltYu4pfh7gGPsjY
