MCDB310 Chapter 5 Problem 1,https://docs.google.com/document/d/1BGZjeMghLjWag3hcCXdfT326siEQKDLIMqeYrJbktoc/pub,3,5
MCDB310 Chapter 5 Problem 2,https://docs.google.com/document/d/1sB2ueMS1QkNmrXamLEDXIMeXtrUDWxvDWlstyMt3zFY/pub,4,5
MCDB310 Chapter 5 Problem 3,https://docs.google.com/document/d/1qtGIJ4sdTRhRQgAcbDRpWoEhzFPhy57UTkkkX8ormmM/pub,3,5
MCDB310 Chapter 5 Problem 4,https://docs.google.com/document/d/1Oqm29Zpl8JwPCPFgD4BhOWFcZW2mq_aZXSHvSJM_rAk/pub,4,5
MCDB310 Chapter 5 Problem 5,https://docs.google.com/document/d/1-pgcOmZFid0_ovxfXJjMl6LmnRnJ8kQAJ6uvDXP6Rlc/pub,3,5
MCDB310 Chapter 5 Problem 6,https://docs.google.com/document/d/1Rql_j_amMiPJwRxbfqJaSurN99qUS-b91bX_dTGWtV8/pub,4,5
MCDB310 Chapter 5 Problem 7,https://docs.google.com/document/d/10Y1fwpqnl-8RBDRUBKnKUhhdZx7L288oVPjRbmcKpSU/pub,3,4
MCDB310 Chapter 5 Problem 8,https://docs.google.com/document/d/1SJKHHTEnI1xfPRkRjiji7Ap7iKev6SlxIs1xEy-EIEg/pub,3,5
MCDB310 Chapter 5 Problem 9,https://docs.google.com/document/d/1B63VuHKlJV6zEUMOY8g8wABTXkfGG7k82Dl1DiCfFMg/pub,1,5
MCDB310 Chapter 5 Problem 10,https://docs.google.com/document/d/1G2JXHQhouzjGGFdX3MLOz39iakYkVCGqN1FN79lfJ8M/pub,2,5
MCDB310 Chapter 5 Problem 11,https://docs.google.com/document/d/1myuYzHjPVXVXALAPxVH5vehYEvX-kD0OJ30JkilJVeY/pub,2,5
MCDB310 Chapter 5 Problem 12,https://docs.google.com/document/d/1SCIsXJkpgOPwHrL7EzAMr2kzr3RxXJHZ0nioKmV5eu8/pub,2,5
MCDB310 Chapter 5 Problem 13,https://docs.google.com/document/d/1TX5COhirwiSlyw1yW9XW-H7EjA4UQH9WWLfHzmGIMbw/pub,5,5
MCDB310 Chapter 5 Problem 14,https://docs.google.com/document/d/1YQyy03BFO7JVPelRGluHzIXx1NCODH87PdRtSvb2aO0/pub,3,5
MCDB310 Chapter 5 Problem 15,https://docs.google.com/document/d/1XOPrCcAg4rH9IHT4olP6_3f9ZXTbmSXddlIaGR_8ilI/pub,4,5
MCDB310 Chapter 5 Problem 16,https://docs.google.com/document/d/1vWQD9J16ETbdogIVsrXgthFrO1X8iZO0DTlGKLbzHLA/pub,2,5
